recall_number,category,confidence
F-0617-2021,Dairy,medium
F-0617-2022,Dairy,high
F-0617-2023,Snacks/Candy,high
F-0617-2024,Produce,high
F-0617-2025,Seafood,high
F-0618-2013,Spices/Condiments,high
F-0618-2014,Seafood,medium
F-0618-2015,Produce,high
F-0618-2016,Beverages,high
F-0618-2017,Bakery,high
F-0618-2018,Produce,high
F-0618-2019,Spices/Condiments,high
F-0618-2020,Eggs,high
F-0618-2021,Dairy,medium
F-0618-2022,Spices/Condiments,high
F-0618-2023,Snacks/Candy,high
F-0618-2024,Produce,high
F-0618-2025,Seafood,high
F-0619-2013,Dairy,high
F-0619-2014,Seafood,medium
F-0619-2015,Produce,high
F-0619-2016,Beverages,high
F-0619-2017,Bakery,high
F-0619-2018,Produce,high
F-0619-2019,Spices/Condiments,high
F-0619-2020,Eggs,high
F-0619-2021,Prepared/Frozen,medium
F-0619-2022,Seafood,high
F-0619-2024,Produce,high
F-0619-2025,Seafood,high
F-0620-2013,Dairy,high
F-0620-2014,Produce,medium
F-0620-2015,Produce,high
F-0620-2016,Beverages,high
F-0620-2017,Bakery,high
F-0620-2018,Supplements,high
F-0620-2019,Bakery,high
F-0620-2020,Eggs,medium
F-0620-2021,Dairy,high
F-0620-2022,Prepared/Frozen,medium
F-0620-2023,Grains/Cereal,medium
F-0620-2024,Produce,high
F-0621-2013,Bakery,medium
F-0621-2014,Produce,medium
F-0621-2015,Produce,high
F-0621-2016,Snacks/Candy,high
F-0621-2017,Produce,high
F-0621-2018,Supplements,medium
F-0621-2019,Bakery,high
F-0621-2020,Eggs,high
F-0621-2021,Dairy,high
F-0621-2022,Bakery,high
F-0621-2023,Grains/Cereal,medium
F-0621-2024,Produce,high
F-0621-2025,Produce,medium
F-0622-2013,Bakery,low
F-0622-2014,Produce,low
F-0622-2015,Bakery,high
F-0622-2016,Snacks/Candy,high
F-0622-2017,Dairy,high
F-0622-2018,Supplements,high
F-0622-2019,Plant Protein,medium
F-0622-2020,Eggs,high
F-0622-2021,Dairy,medium
F-0622-2022,Supplements,low
F-0622-2023,Grains/Cereal,high
F-0622-2024,Seafood,high
F-0622-2025,Snacks/Candy,high
F-0623-2013,Snacks/Candy,high
F-0623-2014,Produce,medium
F-0623-2015,Bakery,high
F-0623-2016,Dairy,high
F-0623-2017,Dairy,high
F-0623-2018,Supplements,high
F-0623-2019,Spices/Condiments,high
F-0623-2020,Eggs,high
F-0623-2021,Dairy,medium
F-0623-2022,Bakery,high
F-0623-2023,Baby/Toddler Food,high
F-0623-2024,Produce,high
F-0623-2025,Snacks/Candy,high
F-0624-2013,Snacks/Candy,high
F-0624-2014,Produce,medium
F-0624-2015,Bakery,high
F-0624-2016,Seafood,high
F-0624-2017,Dairy,high
F-0624-2018,Supplements,medium
F-0624-2019,Produce,medium
F-0624-2020,Eggs,high
F-0624-2021,Snacks/Candy,high
F-0624-2022,Dairy,high
F-0624-2023,Produce,medium
F-0624-2024,Produce,high
F-0624-2025,Prepared/Frozen,medium
F-0625-2013,Snacks/Candy,high
F-0625-2014,Prepared/Frozen,low
F-0625-2015,Bakery,high
F-0625-2016,Bakery,medium
F-0625-2017,Dairy,medium
F-0625-2018,Supplements,high
F-0625-2019,Produce,medium
F-0625-2020,Eggs,high
F-0625-2021,Produce,high
F-0625-2022,Dairy,high
F-0625-2024,Produce,high
F-0625-2025,Beverages,medium
F-0626-2013,Snacks/Candy,high
F-0626-2014,Produce,medium
F-0626-2015,Spices/Condiments,high
F-0626-2016,Snacks/Candy,high
F-0626-2017,Supplements,high
F-0626-2018,Supplements,high
F-0626-2019,Prepared/Frozen,medium
F-0626-2020,Eggs,high
F-0626-2021,Bakery,high
F-0626-2022,Dairy,high
F-0626-2023,Snacks/Candy,high
F-0626-2024,Produce,high
F-0626-2025,Beverages,medium
F-0627-2013,Snacks/Candy,high
F-0627-2014,Produce,low
F-0627-2015,Produce,medium
F-0627-2016,Seafood,high
F-0627-2017,Dairy,high
F-0627-2018,Supplements,high
F-0627-2019,Beverages,high
F-0627-2020,Eggs,high
F-0627-2021,Bakery,high
F-0627-2022,Bakery,high
F-0627-2023,Grains/Cereal,high
F-0627-2024,Produce,medium
F-0627-2025,Produce,high
F-0628-2013,Snacks/Candy,high
F-0628-2014,Produce,medium
F-0628-2015,Prepared/Frozen,low
F-0628-2016,Nuts/Seeds,high
F-0628-2017,Dairy,high
F-0628-2018,Supplements,high
F-0628-2019,Supplements,medium
F-0628-2020,Eggs,high
F-0628-2021,Bakery,high
F-0628-2022,Bakery,high
F-0628-2023,Beverages,high
F-0628-2024,Produce,high
F-0628-2025,Spices/Condiments,medium
F-0629-2013,Snacks/Candy,high
F-0629-2014,Produce,low
F-0629-2015,Prepared/Frozen,low
F-0629-2016,Nuts/Seeds,high
F-0629-2017,Dairy,high
F-0629-2018,Supplements,high
F-0629-2019,Prepared/Frozen,medium
F-0629-2020,Eggs,high
F-0629-2021,Bakery,high
F-0629-2022,Bakery,high
F-0629-2023,Beverages,low
F-0629-2024,Produce,high
F-0629-2025,Snacks/Candy,low
F-0630-2013,Snacks/Candy,medium
F-0630-2014,Produce,medium
F-0630-2015,Produce,low
F-0630-2016,Nuts/Seeds,high
F-0630-2017,Dairy,high
F-0630-2018,Supplements,high
F-0630-2019,Snacks/Candy,high
F-0630-2020,Eggs,high
F-0630-2021,Produce,high
F-0630-2022,Plant Protein,low
F-0630-2023,Spices/Condiments,high
F-0630-2024,Produce,high
F-0630-2025,Bakery,medium
F-0631-2013,Snacks/Candy,medium
F-0631-2014,Produce,medium
F-0631-2015,Spices/Condiments,high
F-0631-2016,Nuts/Seeds,high
F-0631-2017,Dairy,high
F-0631-2018,Supplements,high
F-0631-2019,Grains/Cereal,high
F-0631-2020,Supplements,high
F-0631-2021,Snacks/Candy,high
F-0631-2022,Plant Protein,high
F-0631-2023,Snacks/Candy,high
F-0631-2024,Produce,high
F-0631-2025,Snacks/Candy,medium
F-0632-2013,Prepared/Frozen,medium
F-0632-2014,Prepared/Frozen,low
F-0632-2015,Dairy,high
F-0632-2016,Nuts/Seeds,medium
F-0632-2017,Dairy,high
F-0632-2018,Supplements,high
F-0632-2019,Produce,high
F-0632-2020,Supplements,high
F-0632-2021,Bakery,high
F-0632-2022,Dairy,high
F-0632-2023,Snacks/Candy,low
F-0632-2024,Produce,medium
F-0632-2025,Bakery,high
F-0633-2013,Prepared/Frozen,medium
F-0633-2014,Produce,low
F-0633-2015,Spices/Condiments,medium
F-0633-2016,Grains/Cereal,medium
F-0633-2017,Dairy,high
F-0633-2018,Supplements,high
F-0633-2019,Nuts/Seeds,high
F-0633-2020,Seafood,high
F-0633-2021,Supplements,high
F-0633-2022,Dairy,high
F-0633-2023,Beverages,high
F-0633-2024,Produce,high
F-0633-2025,Snacks/Candy,medium
F-0634-2013,Nuts/Seeds,medium
F-0634-2014,Produce,low
F-0634-2015,Bakery,high
F-0634-2016,Produce,high
F-0634-2017,Dairy,high
F-0634-2018,Supplements,high
F-0634-2019,Nuts/Seeds,high
F-0634-2020,Spices/Condiments,high
F-0634-2021,Dairy,medium
F-0634-2022,Dairy,high
F-0634-2023,Snacks/Candy,high
F-0634-2024,Produce,high
F-0634-2025,Bakery,high
F-0635-2013,Produce,high
F-0635-2014,Dairy,low
F-0635-2015,Bakery,high
F-0635-2016,Beverages,high
F-0635-2017,Prepared/Frozen,medium
F-0635-2018,Supplements,medium
F-0635-2019,Snacks/Candy,medium
F-0635-2020,Spices/Condiments,high
F-0635-2021,Dairy,medium
F-0635-2022,Dairy,high
F-0635-2023,Produce,medium
F-0635-2024,Produce,high
F-0635-2025,Bakery,high
F-0636-2013,Beverages,medium
F-0636-2014,Snacks/Candy,low
F-0636-2015,Bakery,medium
F-0636-2016,Nuts/Seeds,high
F-0636-2017,Dairy,low
F-0636-2018,Supplements,high
F-0636-2019,Snacks/Candy,medium
F-0636-2020,Spices/Condiments,high
F-0636-2021,Dairy,medium
F-0636-2022,Dairy,high
F-0636-2023,Snacks/Candy,high
F-0636-2024,Produce,high
F-0636-2025,Nuts/Seeds,medium
F-0637-2013,Beverages,low
F-0637-2014,Dairy,low
F-0637-2015,Bakery,high
F-0637-2016,Nuts/Seeds,high
F-0637-2017,Prepared/Frozen,low
F-0637-2018,Produce,high
F-0637-2019,Snacks/Candy,medium
F-0637-2020,Spices/Condiments,high
F-0637-2021,Dairy,medium
F-0637-2022,Dairy,high
F-0637-2023,Beverages,high
F-0637-2024,Produce,high
F-0637-2025,Produce,high
F-0638-2013,Nuts/Seeds,high
F-0638-2014,Bakery,medium
F-0638-2015,Uncategorized,low
F-0638-2016,Nuts/Seeds,high
F-0638-2017,Plant Protein,medium
F-0638-2018,Produce,high
F-0638-2019,Snacks/Candy,medium
F-0638-2020,Eggs,high
F-0638-2021,Dairy,medium
F-0638-2022,Dairy,high
F-0638-2023,Bakery,medium
F-0638-2024,Produce,high
F-0638-2025,Prepared/Frozen,medium
F-0639-2013,Dairy,high
F-0639-2014,Bakery,medium
F-0639-2015,Bakery,high
F-0639-2016,Snacks/Candy,medium
F-0639-2017,Dairy,medium
F-0639-2018,Produce,high
F-0639-2019,Bakery,medium
F-0639-2020,Prepared/Frozen,medium
F-0639-2021,Dairy,high
F-0639-2022,Dairy,high
F-0639-2023,Snacks/Candy,medium
F-0639-2024,Bakery,high
F-0639-2025,Bakery,high
F-0640-2013,Dairy,high
F-0640-2014,Prepared/Frozen,low
F-0640-2015,Bakery,high
F-0640-2016,Produce,high
F-0640-2017,Prepared/Frozen,medium
F-0640-2018,Produce,high
F-0640-2019,Snacks/Candy,high
F-0640-2020,Nuts/Seeds,high
F-0640-2021,Dairy,high
F-0640-2022,Dairy,high
F-0640-2023,Nuts/Seeds,high
F-0640-2024,Snacks/Candy,high
F-0640-2025,Spices/Condiments,high
F-0641-2013,Dairy,high
F-0641-2014,Dairy,low
F-0641-2015,Bakery,medium
F-0641-2016,Produce,high
F-0641-2017,Bakery,medium
F-0641-2018,Snacks/Candy,high
F-0641-2019,Bakery,high
F-0641-2020,Nuts/Seeds,medium
F-0641-2021,Dairy,medium
F-0641-2022,Dairy,high
F-0641-2023,Grains/Cereal,medium
F-0641-2024,Produce,high
F-0641-2025,Dairy,high
F-0642-2013,Dairy,high
F-0642-2014,Dairy,low
F-0642-2015,Bakery,medium
F-0642-2016,Produce,high
F-0642-2017,Prepared/Frozen,medium
F-0642-2018,Bakery,high
F-0642-2019,Bakery,medium
F-0642-2020,Bakery,high
F-0642-2021,Dairy,high
F-0642-2022,Dairy,high
F-0642-2023,Grains/Cereal,medium
F-0642-2024,Dairy,high
F-0642-2025,Snacks/Candy,high
F-0643-2013,Dairy,high
F-0643-2014,Dairy,low
F-0643-2015,Uncategorized,low
F-0643-2016,Produce,high
F-0643-2017,Prepared/Frozen,medium
F-0643-2018,Bakery,high
F-0643-2019,Bakery,high
F-0643-2021,Dairy,high
F-0643-2023,Nuts/Seeds,high
F-0643-2024,Produce,high
F-0643-2025,Beverages,medium
F-0644-2013,Dairy,high
F-0644-2014,Prepared/Frozen,low
F-0644-2015,Beverages,high
F-0644-2016,Produce,high
F-0644-2017,Prepared/Frozen,medium
F-0644-2018,Spices/Condiments,medium
F-0644-2019,Bakery,high
F-0644-2020,Spices/Condiments,low
F-0644-2021,Plant Protein,high
F-0644-2022,Produce,high
F-0644-2023,Grains/Cereal,medium
F-0644-2024,Produce,high
F-0644-2025,Spices/Condiments,high
F-0645-2013,Dairy,high
F-0645-2014,Produce,low
F-0645-2015,Produce,medium
F-0645-2016,Produce,high
F-0645-2017,Prepared/Frozen,medium
F-0645-2018,Spices/Condiments,high
F-0645-2019,Bakery,medium
F-0645-2020,Spices/Condiments,medium
F-0645-2021,Snacks/Candy,medium
F-0645-2022,Produce,high
F-0645-2023,Snacks/Candy,high
F-0645-2024,Produce,high
F-0645-2025,Spices/Condiments,high
F-0646-2013,Dairy,high
F-0646-2014,Spices/Condiments,medium
F-0646-2015,Bakery,high
F-0646-2016,Produce,high
F-0646-2017,Snacks/Candy,low
F-0646-2018,Spices/Condiments,high
F-0646-2019,Bakery,medium
F-0646-2020,Spices/Condiments,high
F-0646-2021,Prepared/Frozen,medium
F-0646-2022,Produce,high
F-0646-2023,Beverages,high
F-0646-2024,Produce,high
F-0646-2025,Produce,high
F-0647-2013,Dairy,high
F-0647-2014,Dairy,medium
F-0647-2015,Bakery,high
F-0647-2016,Produce,high
F-0647-2017,Prepared/Frozen,low
F-0647-2018,Spices/Condiments,high
F-0647-2019,Bakery,medium
F-0647-2020,Prepared/Frozen,high
F-0647-2021,Supplements,high
F-0647-2022,Produce,high
F-0647-2023,Snacks/Candy,high
F-0647-2024,Produce,high
F-0648-2013,Dairy,high
F-0648-2014,Prepared/Frozen,low
F-0648-2015,Bakery,high
F-0648-2016,Produce,high
F-0648-2017,Uncategorized,low
F-0648-2018,Spices/Condiments,high
F-0648-2019,Bakery,high
F-0648-2020,Prepared/Frozen,high
F-0648-2021,Bakery,low
F-0648-2022,Produce,high
F-0648-2023,Beverages,high
F-0648-2024,Produce,high
F-0648-2025,Produce,high
F-0649-2013,Dairy,high
F-0649-2014,Uncategorized,low
F-0649-2015,Bakery,high
F-0649-2016,Produce,medium
F-0649-2017,Plant Protein,medium
F-0649-2018,Spices/Condiments,high
F-0649-2019,Nuts/Seeds,high
F-0649-2020,Prepared/Frozen,high
F-0649-2021,Non-Food Item,high
F-0649-2022,Produce,high
F-0649-2023,Dairy,medium
F-0649-2024,Produce,high
F-0649-2025,Snacks/Candy,medium
F-0650-2013,Dairy,high
F-0650-2014,Prepared/Frozen,low
F-0650-2015,Bakery,medium
F-0650-2016,Produce,high
F-0650-2017,Prepared/Frozen,medium
F-0650-2018,Spices/Condiments,high
F-0650-2019,Nuts/Seeds,high
F-0650-2020,Prepared/Frozen,high
F-0650-2021,Bakery,medium
F-0650-2022,Produce,high
F-0650-2023,Supplements,high
F-0650-2024,Produce,high
F-0650-2025,Plant Protein,high
F-0651-2013,Dairy,high
F-0651-2014,Snacks/Candy,low
F-0651-2015,Bakery,medium
F-0651-2016,Produce,high
F-0651-2017,Dairy,medium
F-0651-2018,Spices/Condiments,high
F-0651-2019,Nuts/Seeds,high
F-0651-2020,Prepared/Frozen,high
F-0651-2021,Non-Food Item,low
F-0651-2022,Produce,high
F-0651-2023,Produce,high
F-0651-2024,Produce,high
F-0651-2025,Plant Protein,medium
F-0652-2013,Dairy,high
F-0652-2014,Bakery,low
F-0652-2015,Bakery,low
F-0652-2016,Produce,high
F-0652-2017,Plant Protein,high
F-0652-2018,Spices/Condiments,high
F-0652-2019,Nuts/Seeds,high
F-0652-2020,Prepared/Frozen,high
F-0652-2021,Uncategorized,low
F-0652-2022,Produce,high
F-0652-2023,Snacks/Candy,high
F-0652-2024,Produce,high
F-0652-2025,Bakery,medium
F-0653-2013,Snacks/Candy,high
F-0653-2014,Spices/Condiments,medium
F-0653-2015,Bakery,low
F-0653-2016,Produce,high
F-0653-2017,Prepared/Frozen,medium
F-0653-2018,Spices/Condiments,high
F-0653-2019,Nuts/Seeds,high
F-0653-2020,Prepared/Frozen,high
F-0653-2021,Spices/Condiments,medium
F-0653-2022,Produce,medium
F-0653-2023,Produce,medium
F-0653-2024,Produce,high
F-0653-2025,Supplements,medium
F-0654-2013,Prepared/Frozen,medium
F-0654-2014,Spices/Condiments,medium
F-0654-2015,Bakery,low
F-0654-2016,Produce,high
F-0654-2017,Dairy,low
F-0654-2018,Plant Protein,medium
F-0654-2019,Produce,medium
F-0654-2020,Prepared/Frozen,high
F-0654-2021,Beverages,low
F-0654-2022,Produce,medium
F-0654-2023,Seafood,high
F-0654-2025,Supplements,low
F-0655-2013,Prepared/Frozen,medium
F-0655-2014,Spices/Condiments,medium
F-0655-2015,Bakery,medium
F-0655-2016,Produce,high
F-0655-2017,Dairy,high
F-0655-2018,Plant Protein,medium
F-0655-2019,Produce,medium
F-0655-2020,Prepared/Frozen,medium
F-0655-2021,Prepared/Frozen,medium
F-0655-2022,Produce,medium
F-0655-2023,Seafood,high
F-0655-2024,Bakery,high
F-0655-2025,Supplements,medium
F-0656-2013,Nuts/Seeds,medium
F-0656-2014,Spices/Condiments,low
F-0656-2015,Bakery,high
F-0656-2016,Produce,high
F-0656-2017,Dairy,high
F-0656-2018,Produce,high
F-0656-2019,Grains/Cereal,medium
F-0656-2020,Prepared/Frozen,high
F-0656-2021,Plant Protein,high
F-0656-2022,Produce,high
F-0656-2023,Produce,medium
F-0656-2024,Produce,high
F-0656-2025,Supplements,medium
F-0657-2013,Snacks/Candy,high
F-0657-2014,Spices/Condiments,medium
F-0657-2015,Dairy,medium
F-0657-2016,Produce,high
F-0657-2017,Dairy,high
F-0657-2019,Dairy,high
F-0657-2020,Prepared/Frozen,high
F-0657-2021,Spices/Condiments,high
F-0657-2022,Produce,medium
F-0657-2023,Produce,medium
F-0657-2024,Prepared/Frozen,high
F-0657-2025,Supplements,medium
F-0658-2013,Bakery,high
F-0658-2014,Dairy,medium
F-0658-2015,Beverages,high
F-0658-2016,Produce,high
F-0658-2017,Dairy,high
F-0658-2019,Prepared/Frozen,medium
F-0658-2020,Prepared/Frozen,high
F-0658-2021,Spices/Condiments,medium
F-0658-2022,Produce,high
F-0658-2023,Seafood,medium
F-0658-2024,Prepared/Frozen,high
F-0658-2025,Supplements,medium
F-0659-2013,Dairy,high
F-0659-2014,Spices/Condiments,low
F-0659-2015,Beverages,high
F-0659-2016,Produce,high
F-0659-2017,Dairy,high
F-0659-2019,Prepared/Frozen,medium
F-0659-2020,Prepared/Frozen,low
F-0659-2021,Snacks/Candy,high
F-0659-2022,Produce,medium
F-0659-2023,Produce,medium
F-0659-2024,Prepared/Frozen,high
F-0659-2025,Supplements,medium
F-0660-2013,Prepared/Frozen,medium
F-0660-2014,Spices/Condiments,low
F-0660-2015,Beverages,high
F-0660-2016,Produce,high
F-0660-2017,Dairy,high
F-0660-2019,Bakery,medium
F-0660-2020,Bakery,medium
F-0660-2021,Snacks/Candy,high
F-0660-2022,Produce,medium
F-0660-2023,Produce,medium
F-0660-2024,Prepared/Frozen,medium
F-0660-2025,Supplements,medium
F-0661-2013,Prepared/Frozen,medium
F-0661-2014,Spices/Condiments,medium
F-0661-2015,Beef/Pork/Poultry/Game Meats,medium
F-0661-2016,Produce,high
F-0661-2017,Dairy,high
F-0661-2019,Bakery,medium
F-0661-2020,Prepared/Frozen,high
F-0661-2021,Spices/Condiments,high
F-0661-2022,Produce,high
F-0661-2023,Nuts/Seeds,medium
F-0661-2024,Prepared/Frozen,medium
F-0661-2025,Supplements,medium
F-0662-2013,Prepared/Frozen,medium
F-0662-2014,Dairy,medium
F-0662-2015,Plant Protein,high
F-0662-2016,Produce,high
F-0662-2017,Dairy,high
F-0662-2019,Grains/Cereal,low
F-0662-2020,Prepared/Frozen,low
F-0662-2021,Beverages,high
F-0662-2022,Produce,high
F-0662-2023,Produce,medium
F-0662-2024,Spices/Condiments,medium
F-0662-2025,Supplements,medium
F-0663-2013,Prepared/Frozen,medium
F-0663-2014,Dairy,medium
F-0663-2015,Prepared/Frozen,medium
F-0663-2016,Produce,high
F-0663-2017,Dairy,high
F-0663-2019,Produce,medium
F-0663-2020,Prepared/Frozen,high
F-0663-2021,Spices/Condiments,high
F-0663-2022,Produce,high
F-0663-2023,Produce,medium
F-0663-2024,Snacks/Candy,medium
F-0663-2025,Grains/Cereal,medium
F-0664-2013,Prepared/Frozen,medium
F-0664-2014,Dairy,low
F-0664-2015,Plant Protein,high
F-0664-2016,Produce,high
F-0664-2017,Dairy,high
F-0664-2019,Dairy,medium
F-0664-2020,Prepared/Frozen,medium
F-0664-2021,Prepared/Frozen,medium
F-0664-2022,Produce,high
F-0664-2023,Produce,medium
F-0664-2024,Supplements,high
F-0664-2025,Beverages,high
F-0665-2013,Prepared/Frozen,high
F-0665-2014,Spices/Condiments,medium
F-0665-2015,Prepared/Frozen,low
F-0665-2016,Produce,high
F-0665-2017,Dairy,high
F-0665-2020,Prepared/Frozen,high
F-0665-2021,Supplements,high
F-0665-2022,Produce,high
F-0665-2023,Produce,medium
F-0665-2024,Produce,high
F-0665-2025,Plant Protein,high
F-0666-2013,Prepared/Frozen,high
F-0666-2014,Spices/Condiments,low
F-0666-2015,Produce,low
F-0666-2016,Produce,high
F-0666-2017,Dairy,high
F-0666-2019,Snacks/Candy,high
F-0666-2020,Prepared/Frozen,high
F-0666-2021,Supplements,high
F-0666-2022,Produce,high
F-0666-2023,Produce,medium
F-0666-2024,Produce,high
F-0666-2025,Beverages,high
F-0667-2013,Snacks/Candy,medium
F-0667-2014,Spices/Condiments,low
F-0667-2015,Seafood,high
F-0667-2016,Produce,medium
F-0667-2017,Dairy,high
F-0667-2019,Spices/Condiments,high
F-0667-2020,Prepared/Frozen,high
F-0667-2021,Spices/Condiments,high
F-0667-2022,Produce,high
F-0667-2023,Produce,medium
F-0667-2024,Produce,high
F-0667-2025,Bakery,medium
F-0668-2013,Prepared/Frozen,medium
F-0668-2014,Dairy,medium
F-0668-2015,Seafood,medium
F-0668-2016,Produce,high
F-0668-2017,Dairy,high
F-0668-2019,Spices/Condiments,medium
F-0668-2020,Prepared/Frozen,high
F-0668-2021,Grains/Cereal,medium
F-0668-2022,Produce,medium
F-0668-2023,Produce,medium
F-0668-2024,Produce,high
F-0668-2025,Produce,medium
F-0669-2013,Prepared/Frozen,medium
F-0669-2014,Spices/Condiments,medium
F-0669-2015,Seafood,medium
F-0669-2016,Produce,high
F-0669-2017,Nuts/Seeds,high
F-0669-2019,Produce,medium
F-0669-2020,Prepared/Frozen,high
F-0669-2021,Grains/Cereal,low
F-0669-2022,Produce,high
F-0669-2023,Produce,medium
F-0669-2024,Produce,high
F-0669-2025,Snacks/Candy,high
F-0670-2013,Prepared/Frozen,high
F-0670-2014,Spices/Condiments,medium
F-0670-2015,Produce,medium
F-0670-2016,Produce,high
F-0670-2017,Bakery,medium
F-0670-2019,Bakery,high
F-0670-2020,Prepared/Frozen,high
F-0670-2021,Spices/Condiments,high
F-0670-2022,Produce,medium
F-0670-2023,Nuts/Seeds,high
F-0670-2024,Produce,high
F-0670-2025,Beverages,high
F-0671-2013,Prepared/Frozen,low
F-0671-2014,Dairy,medium
F-0671-2015,Produce,medium
F-0671-2016,Produce,high
F-0671-2017,Snacks/Candy,medium
F-0671-2019,Beverages,high
F-0671-2020,Prepared/Frozen,medium
F-0671-2021,Grains/Cereal,high
F-0671-2022,Produce,high
F-0671-2023,Produce,medium
F-0671-2024,Produce,high
F-0671-2025,Supplements,high
F-0672-2013,Snacks/Candy,high
F-0672-2014,Dairy,low
F-0672-2015,Produce,medium
F-0672-2016,Produce,high
F-0672-2017,Snacks/Candy,high
F-0672-2019,Grains/Cereal,high
F-0672-2020,Prepared/Frozen,high
F-0672-2021,Grains/Cereal,high
F-0672-2022,Produce,high
F-0672-2023,Produce,medium
F-0672-2024,Produce,high
F-0672-2025,Spices/Condiments,high
F-0673-2013,Nuts/Seeds,low
F-0673-2014,Spices/Condiments,low
F-0673-2015,Bakery,medium
F-0673-2016,Produce,high
F-0673-2017,Spices/Condiments,medium
F-0673-2019,Prepared/Frozen,low
F-0673-2020,Prepared/Frozen,high
F-0673-2021,Produce,high
F-0673-2022,Produce,high
F-0673-2023,Produce,high
F-0673-2024,Produce,medium
F-0673-2025,Spices/Condiments,high
F-0674-2013,Prepared/Frozen,medium
F-0674-2014,Spices/Condiments,high
F-0674-2015,Beef/Pork/Poultry/Game Meats,high
F-0674-2016,Produce,high
F-0674-2017,Snacks/Candy,high
F-0674-2019,Bakery,medium
F-0674-2020,Prepared/Frozen,high
F-0674-2021,Produce,high
F-0674-2022,Produce,medium
F-0674-2023,Produce,medium
F-0674-2024,Produce,high
F-0674-2025,Dairy,medium
F-0675-2013,Snacks/Candy,medium
F-0675-2014,Spices/Condiments,medium
F-0675-2015,Beef/Pork/Poultry/Game Meats,high
F-0675-2016,Produce,high
F-0675-2017,Beverages,high
F-0675-2019,Bakery,medium
F-0675-2020,Prepared/Frozen,high
