recall_number,product_description
F-1892-2014,"Pastene FARFALLINE 78,  16 oz cellophane bag.   Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number: 7067  UPC: 066086070672"
F-2396-2014,ORGANIC TRADITIONS ULTIMATE SUPERFOOD TRAILMIX; NET WT. 3.5 oz UPC 854260010701
F-1494-2014,"Original Homestyle Waffles, 7.4oz, Qty/Pkg: 6, UPC 620133001981, NB Item #616953"
F-2515-2014,"Boku Super Protein 3.0, Product Sizes: 21.2 oz, 1 oz., bulk."
F-2190-2014,"Wegmans Cinnamon Raisin Buns, NET WT. 12 OZ (340g), UPC 77890 92218 ---Baked by Wegmans Food Markets Inc. - Rochester, NY 14603"
F-0108-2017,CardioAdvance
F-1311-2015,Adams Reserve Jamaican Jerk Rub Net Wt. 7.41 oz (210g) UPC: 041313045876
F-2527-2014,Goya Red Kidney Beans  Habichuelas Coloradas 15.5 oz. (439 g)
F-0008-2015,"Hostess Frosted Bagged Donettes, 11.25 oz"
F-2091-2014,"Oaxaca brand of Anelina in 1/2 oz plastic bags with paper label reading in part: ""Oaxaca Mexican Products 100 8th Street Passaic New Jersey 07055 UPC 807310007466 ***"""
F-1495-2014,"Cinnamon and Brown Sugar Homestyle Waffles, 7.4oz, Qty/Pkg: 6, UPC 620133001998, NB Item #616961."
F-2246-2014,"Oyavon, Blister Packs"
F-0772-2015,"Del Monte Fresh Produce Pineapple Medley Net Wt. 8 oz. (227g) Best If Enjoyed By: 12/06/14, UPC 717524778178; THE FARMERS MARKET Pineapple Medley Net Wt. 8 oz. (227g) Best If Enjoyed By: 12/06/14, DISTRIBUTED BY GIANT EAGLE, INC., PITTSBURGH, PA 15238-2809 UPC 030034303235; THE FARMERS MARKET Pineapple Medley Net Wt. 16 oz. (454g) Best If Enjoyed By: 12/06/14, DISTRIBUTED BY GIANT EAGLE, INC., PITTSBURGH, PA 15238-2809 UPC 03003303242; THE FARMERS MARKET Pineapple Medley Net Wt. 32 oz. (907g) Best If Enjoyed By: 12/06/14, DISTRIBUTED BY GIANT EAGLE, INC., PITTSBURGH, PA 15238-2809 UPC 030034303259; Del Monte Fresh Produce Pineapple Medley Net Wt. 16 oz. (454g) Best If Enjoyed By: 12/06/14, UPC 717524773968"
F-1889-2014,"Pastene MAFALDINE 5, 16 oz cellophane bag Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number: 7062  UPC: 066086070627"
F-1905-2014,"Pastene  ITAL NIDI #81 ,16 oz cellophane bag.   Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number:7090  UPC: 066086070900"
F-0042-2015,"All Raw Vegan, Raw Carob Powder, Net Wt. 8 oz. and 5 lb bag, - Keep Cool & Dry. Glaser Organic Farms, Miami, FL. (305) 238-7747. UPC Code: 83291005567"
F-0455-2015,"Bailey Farms, Fresh Serrano Chile Peppers, Oxford, NC 27565."
F-0977-2015,Salpica 8 oz. Ballpark Nacho; 6 units per case
F-0710-2015,"SOLGAR ENHANCED SERIES ABC DOPHILUS POWDER FOR INFANTS AND CHILDREN, NET WT. 1.75 oz (50 g), UPC 0 33984 00010 0.  Carefully Manufactured by: Solgar, Inc., 500 Willow Tree Road Leonia, NJ 07605 U.S.A."
F-0911-2015,"Pineapple, Net Wt. 3.75 oz. UPC 7-01248-01073-7, MFG Code 1788"
F-2528-2014,Goya Pinto Beans Habichuelas Pintas 15.5 oz. (439g)
F-2014-2015,RICOS Tostaditos Chiviricos Fried Dough Crispy and Delicious Net Wt. 2-1/4 oz. (64g)
F-1876-2015,Texamerican Chili Powder:  5 lbs.  Item Number: ARCH064-50; 10 lbs. Item Number: TF5002 (R&D only).
F-0470-2015,"Pride of Africa brand Semo ""Semolina"", Net Wt. 5 lb., UPC 016712016918  --- A Product of Raymond-Hadley Corp. Spencer, NY 14883 1-800-252-5220"
F-0453-2017,"GOLD MEDAL CHILl POWDER,5.5 lbs  RESTAURANT PRIDE DEPENDABLE CHILl POWDER, 5.5 lbs"
F-1548-2014,Kinnikinnick Original Homestyle Waffles-Weight: 210 g/7.4oz Qty/Pkg: 6 Cardboard Box-UPC: 62013300198 1
F-1946-2015,PureLife Naturals Multi-Action Immunity 90 Pure-Caps HDPE bottle
F-0724-2015,"Vanilla Trifle, 8 oz., UPC 7789080600"
F-2251-2014,"Platinum B, Blister Packs"
F-0919-2015,"Western Omelet, Net WT. 8.25 oz., UPC 7-01248-00650-1, MFG Code 1551"
F-0515-2015,"Family Toast, Net Wt 20 oz.. (1.25 lb)   99 Ranch Market  338 Barber Ln,  Milpitas, CA 95035"
F-1277-2015,Restaurant S.O. Italian Ice.    Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.
F-2271-2014,"Serrapeptase, 100cc  HDPE Bottles"
F-0105-2017,Lecithin soft gels
F-1592-2014,Newmans Own¿ Organics Newmans Special Blend 80 Count K-Cup¿ Packs; UPC 09955515593; Product Code:  15593 281792
F-0107-2017,Collagen
F-1747-2014,"The Other Macaroon G'nache P'nache 5.3 oz.  Manufactured and Distributed by:Northern Valley Baking Co LLC,   Dumont, New Jersey USA"
F-0754-2015,"Coca Cola Zero, 2 liter pet bottle, UPC 49000 05014, The Coca Cola Company"
F-2263-2014,"Saw Palmetto, Glass Bottle"
F-1893-2014,"Pastene ITAL TAGLIATELLE VERDI #80, 16 oz cellophane bag.   Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number:7070  UPC: 066086070702"
F-1324-2015,All Natural-Regular w/ Dill 50# Item Code: 50525
F-2283-2014,"Tendon & Muscle Plus, Bottles"
F-2170-2014,"HAQUE brand GOLDEN RAISINS, WT 7 OZ. --- SURMA DISTRIBUTORS LLC Brooklyn, NY 11237  --- Nutrition Facts: Serving Size 1/4 tsp (0.5 g), Servings 204"
F-2943-2015,"""***SLIM X LEAN HOUR 12+ HOUR ENERGY***PRODUCT ID: ASL-SXL-03***Manufactured for: ASL ANABOLIC SCIENCE LABS WINTER PARK, FL 32789***"
F-1318-2015,Jardines Chili Pouch B Item Code: 16935 (Quantity: 200 EA. 0.18 LB)
F-0769-2015,"Harvest Blend, Net Wt. 4 oz. (113g)  Best If Enjoyed By: 12/05/2014, DISTRIBUTED BY 7-ELEVEN, INC., DALLAS, TX 75201 UPC 052548558253"
F-1229-2015,Black Current Italian Ice  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.
F-1783-2014,"Limon Bolis - 4 oz.    Helados La Tapatia  Fresno, CA 93706"
F-0018-2015,"saba; ACE; Appetite Control Energy; 052234; 07/2015; Distributed by Saba; 711 NE 39th Street, Oklahoma City, OK 73105"
F-2402-2014,"Organic Raw Carob Powder is shipped in original twenty pound case from supplier or re-packaged and sold in five pound plastic bags.  Five pound bags are labeled in part ""OG RAW CAROB POWDER*** C110-5# Lot: *** 5 lbs***Distributed by Hummingbird Wholesale Eugene, OR 97401 Certified Organic by Oregon Dept. of Agriculture***"", with the lot number applied with a stick-on label.  The twenty pound supplier case is labeled in part, ""***Sunfood SUPERFOODS RAW ORGANIC CAROB POWDER***NET WT. 9 kg (19.8lb)***Distributed by Sunfood 1830 Gillespie Way, Suite 101 El Cajon, CA 92020 USA***"".  UPC code 803813-04429 8."
F-1781-2014,"Elote 9 oz cups      Helados La Tapatia  Fresno, CA 93706"
F-1681-2015,EST -700 Calcium
F-0533-2016,Masago Lake Smelt Roe  6 oz.  UPC Code:4866010101
F-0285-2016,"Basma 3 Chris Court Dayton, New Jersey 08810  Tel.:7323559600 Fax: 7323559644  16 oz package    This golden raisin product is labeled in a foreign language."
F-1702-2015,"Bone Rebuilder, 120 tablets"
F-1587-2015,"ALOHA VANILLA PREMIUM PROTEIN is a powder and product is packed as the following: 1) Tin: UPC 641061842606, 2) Pouch: UPC 641061842644 and 3) Protein Tower 14 pack: UPC 640864820729.  Formulated, Quality Tested & Exclusively Sold by ALOHA, Inc. NY, NY 10011 +1 888.444.3898"
F-2400-2015,"REACTION RECOR: Pre Action- 336g Glacier Blue, Distributed by Reaction Nutrition, Carnegie, PA"
F-2190-2015,Sazon without Annatto
F-0087-2016,"Mozzarella   Natural Hickory Smoked  Net Wt. 1lb.    UPC Codes:  7 96252 70012 5, 7 96252 70013 2, 7 96252 12014 5,  7 96252 12015 2    Product is vacuum packed."
F-2466-2015,Blue Bell  Sherbert Orange One Quart Naturally Low Fat
F-0176-2016,"Kar's Sweet n' Salty Mix  Box of 20, 1.75 oz. flexible film bags. 2 boxes per case."
F-1737-2015,MilCal
F-1706-2015,Cardiospecs
F-2399-2015,"REACTION RECOR: Pre Action- 336g Orange Xplosion, Distributed by Reaction Nutrition, Carnegie, PA"
F-0376-2016,Kraft Singles Deli Deluxe American Slices packaged in a blue box with white lettering.
F-0157-2016,"Kar's 18 CT. Variety Pack, Box of 9, 3.5 oz. flexible film bags Sweet n' Salty"
F-1995-2015,"Culinary Masters, RUB EXECUTIVE G.HILL MARRIOT, Net Wt. 7 lbs. Distributed by Atlanta Foods International, Atlanta, GA 30303."
F-0150-2016,"Kar's Sweet n' Salty Mix  Box of 18, 3.5 oz. flexible film bags. 1 box per case."
F-1714-2015,Easy Qi
F-0464-2016,"Skinny Latina Million Dollar Marinade, 12 oz, shelf stable, dry storage."
F-2766-2015,"Diet Dr. Pepper, 8 x 12 fl. oz. PET bottle, Bottled under the authority of Dr. Pepper Company, 5301 Legacy Drive, Plano, TX 85024."
F-0437-2016,"Bulk refined sugar.  CON AA in 50lb paper bags, 2000 and 2200 poly super totes"
F-1964-2016,"Pacific Black Cod- Custom Smoked -NW Wild Products, 6.5 oz. metal cans.  No UPC"
F-3235-2015,"Dry Grated Romano, Tipico Item #1-00111000, Net Wt. 50 lbs."
F-1732-2015,Lutimax
F-0319-2016,Meltaways- 3 piece Blood Orange meltaways.
F-2365-2015,"Frontier Natural Products Co-Op Fiesta Black Bean Mix Certified Organic packaged in a foil packets, Net 453 g 16 oz, UPC 0 89836 02761 0.  The responsible name on the package is Frontier Norway, IA."
F-2926-2015,"Vanilla bolis (tube), La Jalpita brand, 3.5 Fl oz., No UPC"
F-2674-2015,Blue Bell Orange Sherbert 3 Gallon
F-1662-2015,Pretty Slim
F-0412-2016,"GORGEOUS MEMORY brand Daylily, NET WT: 10.6 oz. (300 g), UPC 6 932960 968806, Product of China --- MINHANG FOOD CO., LTD, 103 Eldridge St., New York City, NY 10002 --- Nutrition Facts: Serving Size: 1 tbsp (100g), Servings Per Container: 4"
F-1850-2015,"Native Texan Picante Mild NET WT. 16oz 453g 1LB. Brought to You by: Native Texan Food Co. box 50583, austin, TX 78763"
F-3263-2015,"PSST, Granulated Sugar, Net Wt. 4 lbs (1.81 kg), Distributed by Kroger Co., Cincinnati, OH 45202."
F-2494-2015,Blue Bell Orange Swirl One Pint (473 mL)
F-1707-2015,Chlorella with Lactobacillus
F-0317-2016,Meltaways- 3 piece Vanilla Sea Salt meltaways.
F-0852-2016,FBR Batter Mix NET WT 30 LBS (13.61 kg)
F-3264-2015,"Dixie Crystals, Sugar  EFG, Net Weight 50 lbs and 2000 lbs., Imperial Sugar Company, Savannah, GA."
F-1787-2015,"Crown Naturals Trail Mix, Net Wt. 9 oz. (7.80 LB), Sale by: 10/9/2015, Product of USA, Packed by Crown Food, North Bergen, NJ 07047"
F-2923-2015,"Pepino c/ chile popsicle, La Jalpita brand, 3 Fl oz., UPC 651821269758."
F-1909-2015,H-E-B Single Serving Gumbo 8 oz.; H-E-B Houston Culinary Center Gumbo - Bulk 2/10 lb poly bags
F-0423-2016,Mi Tienda Tostaditas Botoneras Rojas packaged in bag
F-0347-2016,Texas Style HEB Charro Beans Spicy NET WT. 15 OZ (425g) in metal cans UPC: 041220927159.
F-2597-2015,Blue Bell Sherbert Pineapple One Quart Naturally Low Fat
F-2932-215,"Outer carton :    Nabisco Newtons Fig 24-2 OZ (56 g) Packs  Net Wt 3 lbs Mondelez International Mondelez Global LLC East Hanover, NJ 07936 USA Made in  Mexico case UPC 0 44000 03445 0    Inner Pouch:    Nabisco Newtons Fig Net Wt 2 oz (56 g) Mondelez Global LLC, East Hanover, NJ 07936 Made in Mexico retail UPC 0 44000 03445 0"
F-2500-2015,Blue Bell Rocky Mountain Road One Pint (473 mL)
F-2223-2015,Rub BBQ Dry 5LB UPC/PLU: 48000024279
F-2498-2015,"Blue Bell Red, White, & Blue Bell One Pint (473 mL)"
F-2204-2015,"Aleia's Parmesan Croutons, Gluten Free, NET WT 8 oz (226.8g).  UPC Code:  8 55930 00162 3, Product is packaged in a brown cardboard box with white text."
F-2885-2015,"SHOP RITE 12/12OZ AMER NON-FAT WHITE, 4119045823"
F-0154-2016,Kar's Sweet n' Salty Mix  3.5 oz. flexible film bags. 42 bags per case.
F-1665-2015,Hoketsu
F-0847-2016,Pioneer Hush Puppy Mix  NET WT 5 LB 2.27 kg
F-0421-2016,Mi Tienda Masa Preparada By the Pound packaged in bag
F-1771-2015,Vege Slim 4 U
F-2237-2015,"HotBar, Latin Comfort, Stewed Black Beans UPC/PLU: 48000088655"
F-2924-2015,"Pineapple popsicle, La Jalpita brand, 3 Fl oz., UPC 651821269758."
F-1713-2015,Diosmin
F-2502-2015,Blue Bell Rum Raisin One Pint (473 mL)
F-0596-2016,"Marky's Puto Seko Special, Net Wt. 200 GMS"
F-1739-2015,Newzealand Colostrum Tablets
F-0088-2016,"Nabulsi in Brine  20 oz.    UPC Codes:  7 96252 03225 7, 7 96252 00225 0, 7 96252 00223 6,  7 96252 00125 3    Product is packaged in jars."
F-0132-2016,"Organic Coriander Powder (Dhania Powder), 60packs/case, UPC 40074 13813"
F-2783-2015,"Ground Elk meat packaged individually for retail sale in hermetically sealed plastic with a black backing identified with Use or Freeze By 04-27-15.  The stick-on finished product label is red, white, and black with red, white, and black print writing reading in part: ""Natural DK Meats All Natural Ground Elk Net Wt 16 oz Packed for DK Natural Meats Asheville, NC 28806, UPC 055173061006""."
F-1710-2015,"Cold Plus II, 30 tablets"
F-1663-2015,Dong Cong xia Cao
F-2170-2015,"Pregestimil ready to use 20 calorie, 2 oz bottle; 6 bottles per carton; 8 cartons per case"
F-1733-2015,Lymphasol
F-148-2016,"Kontos Falafel Mix Net Wt. 5 LBS. (2.27kg) Distributed by Kontos Foods Inc., Paterson, New Jersey 07544  UPC 0-32394-7027-7  #70271"
F-0194-2016,"PROVA, Standard Exhausted Vanilla Seeds, Graines VRAC, Caisses-outres of 50 X Lbs, packaged in a cardboard box."
F-0438-2016,Bulk refined sugar.  CON AAA in 2200 poly super totes
F-2927-2015,"Vanilla -Vainilla popsicle, La Jalpita brand, 3 Fl oz, UPC 651821269758."
F-1429-2015,"Go hyang Mak Kimchi 32 oz (UPC 042053138101) Product of U.S.A. TX. 972.790.4800 1311 Lukest, Irving, TX 75061; Go hyang Mak Kimchi 1/2 Gal (UPC 042053137302) Product of U.S.A. TX. 972.790.4800 1311 Lukest, Irving, TX. 75061"
F-0499-2016,"ROASTED MEDITERRANEAN SPICY PEPPER RELISH 16 Fl Oz (355 ml) MANUFACTURED FOR RUST BELT PEPPER CO P.O. BOX 36014 CANTON, OHIO 44718 330.323-4735 INGREDIENTS: Imported Roasted Red Peppers***Habanero Pepper. UPC 8 63131 00011 6"
F-0069-2016,"Cotija  8 oz, 13 lb    UPC Codes:  7 96252 80037 5, 7 96252 80036 8, 7 96252 80032 0    Product is vacuum packed."
F-0846-2016,Morrison's Hushpuppy Mix NET WT 5 LB (2.27 kg)
F-3262-2015,"Clear Value Sugar, granulated, Net Wt. 4 lbs (1.81 kg), Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, IL 60077."
F-1696-2015,Arginine
F-0873-2016,Fletcher's Corny Dog Mix NET WT 25 LB (11.33 kg)
F-0409-2016,"Sprinkle King, Yellow Sanding Sugar,QYEL413.L32,      UPC:Inner: 766818313403; Outer: 10766818313400,  NET WT: 32 lb (14.51 kg)."
F-2396-2015,"REACTION RECOR: Amino Action- 500g (Glacier Blue), Distributed by Reaction Nutrition, Carnegie, PA"
F-1098-2017,"Hickory Smoke salt,  7.5 lb plastic gallon,  product number 64527;  Hickory Smoke salt,  2.25 lb plastic jar,  product number 64553;  Hickory Smoke salt,  15 lb plastic pail,  Product code 64591"
F-0413-2016,219772 509998 MARKET DISTRICT APRICOT LOG
F-1654-2015,Target Bullet
F-3043-2015,Kroger Ground Cinnamon UPC 11110 70034 NEW WT. 18.3 oz Plastic container
F-2501-2015,Blue Bell Rocky Road One Pint (473 mL)
F-0232-2016,"Classic Baklava;  Net WT 5.5 lbs (2.43 kg)  total weight of five trays bundled together.  38-68 pieces per tray  Item number 11930  Manufactured by Kronos Foods Corporation, Madera, CA"
F-1742-2015,Nutra-C
F-1666-2015,Kenbi
F-0375-2016,Kraft Singles White American singles packaged in a blue box with white lettering.
F-0806-2016,"Fabi-Saa Mote Blanco Net Wt. 14 oz. (397 g)   Imported and Distributed by Fabi-Saa Inc.   Belleville, NJ 07109 UPC 874093000090   Made in USA"
F-1774-2015,Villergy
F-2088-2015,"RADER FARMS¿ Fresh Start Sunrise Refresh Fusion, Walmart Item no. 552888782, Net wt. 35 oz. The UPC is 8 84038 85154 0"
F-2730-2015,12 Pak Sundae Cups
F-0402-2016,"Sprinkle King,  Black Sanding Sugar, QBLK413.L32,   UPC: Inner: 00766818310006 ; Outer: 10766818310003,    NET WT: 32 lb (14.51 kg)."
F-0963-2017,"Colageina Orange, (195 g per Jar)"
F-1412-2015,CHILI POWDER 50 LBS
F-2228-2015,Southwest Stuffed Sweets HSH CC UPC/PLU: 28634600000; Southwest Stuffed Sweets HSH FP UPC/PLU: 26066400000
F-1734-2015,Mammo-Guard
F-0411-2016,"Heng Cheong Loong Co., Net Wt: 10 oz. (5g), Plastic Bag, Product of U.S.A, UPC 6-930481-211418"
F-2239-2015,"Quesadilla, Black Bean"
F-1729-2015,Lecithin 100
F-0239-2016,"Orange Blossom Baklava  Net WT 5.5  lbs. (249 kg)  total weight of five trays bundled together.  38-68 pieces per tray  Item number 11934  Manufactured by Kronos Foods Corporation, Madera, CA"
F-0128-2016,Spicy Mix Hydroponic Micro Greens packaged in 2 oz. plastic hinged clamshell
F-2936-2015,"Danish Rolls, 4 Ct., Net Wt. 13oz. in clear plastic clam shell."
F-0410-2016,"Kerry, Cinnamon Topical G4205, SS189, G4205.49, ,      UPC:Inner: 766818313403; Outer: 10766818313400,  NET WT: 50 lb (22.68 kg)."
F-1712-2015,Diabetes Clean
F-0845-2016,Razzoo's Hushpuppy Mix NET WT 5 LBS (2.27 kg)
F-2263-2015,"Forest Bounty Grail Mix: Aurora, 13 oz. Plastic Cup, UPC: 65585200571; Aurora,  13 oz. Plastic Pouch, UPC: 65585200290; Aurora, 17.5 oz. Plastic Cup, UPC: 65585200496"
F-0237-2016,"Sample Assortment  Net WT 4  lbs. (1.82 kg)  total weight of five trays bundled together.  38-68 pieces per tray  Item number 11904  Manufactured by Kronos Foods Corporation, Madera, CA"
F-2944-2015,"Pride of Africa brand Enriched Farina, Net Weight 5 lb. (2.27 kg), UPC 016712016840 --- Product of The Raymond-Hadley Corp. Spencer, NY 14883 --- Product is packaged in a clear plastic pouch with green, brown and white artwork."
F-1857-2015,"Texas Texas Roasted Addiction Medium Net Wt. 16 OZ. (1LB) 454g Distributed by Sanderson Specialty Foods, Inc. Austin, Texas"
F-2300-2015,"7 -Layer Bar, 7-ounce(200 gram) flexible plastic wrap with adhesive-backed label."
F-1379-2015,"Herdez Chilpotle Peppers, 7oz., Item No. 52738, UPC 072878285131"
F-1743-2015,Omega-3
F-0938-2017,"Magnumn, (30 per bottle)"
F-2965-2015,"Maruchan Instant Lunch Sabor A Pollo,  Contenido Neto 64 g, UPC code: 0 41789 00191 8,  Maruchan Inc. Irvine, CA 92618.    Product is packaged in a styrofoam cup with cardboard label wrapped around."
F-0467-2016,"Nicomex Velitas Candies Candles Net. Wt. 2 oz (56.7 gms) Distributed by Nicomex Inc. 88 First Street, Passaic, NJ 07055"
F-2488-2015,Blue Bell Malt Shoppe One Pint (473 mL)
F-2935-2015,"IQF Italian Cut Green Beans  (each tote 1350 lbs) lot 880804    Harvest Delight Italian Green Beans, (Veg, mixed, FZN, Italian Blend, IQF) 2 lb. poly bags, 12 x 2 lbs, per case Lot 87151056, 960 cases, packed on 4/30/15;  Harvest Delight Italian Green Beans, Lot 880271056, 848 cases, packed on 6/9/15;  MFG SKU: 10568."
F-3265-2015,"Imperial  GMI, Non GMO  Linerless Sugar  EFG, Net Weight 2000 lbs., Imperial Sugar Company, Savannah, GA."
F-1651-2015,O.T.I.V
F-2189-2015,"Sazon with Saffron, Package Weights: 18 / 20 env 3.52 oz and 36 / 8 env 1.41 oz"
F-1736-2015,Microcosmic Orbit
F-1942-2015,"VITARROZ SAZON CON CULANTRO Y ACHIOTE CORIANDER & ANNATTO, NET WT. 6.34 OZ. 180g, Jumbo SOBRES 36 PACKETS,  UPC 0 72670 04255 0."
F-1070-2016,"Gutierrez Distributor, (a) Tarugo con chile spicy tamarind, 349 Chestnut Street, Passaic, NJ 07055 UPC 8527050000904    (b) Dulce de pulpa 100% de Tamarindo, Betamex, Alamos No.7 STA. Maria Aztahuacan Deleg. Iztapalapa C.P. 09500 Mexico, D.F."
F-0217-2016,"Taboli Net Wt. 80 oz (5 lb/2.82 kg) KEEP REFRIGERATED Manufactured by Fresh Creative Foods, Inc. Moore, OK 73160 in plastic tub"
F-0959-2017,"Colageina Gold, 195 g Jars"
F-1941-2015,"SAZON IBERIA CON CULANTRO Y ACHIOTE Coriander & Annatto: 1) NET WT. 3.52 OZ. 100g, 18/20 PACKS, UPC 0 75669 10832 9, 2) NET WT. 6.34 OZ. 180g, 15/36 PACKS, UPC 0 75669 10831 2"
F-1729-2017,"Sunrise Brand Marinated River Barb - 60 x 10 oz, Item No. C0140, UPC 2 08 54336-20140 2"
F-0439-2016,Bulk refined sugar.  Sanding in 50 lb paper bags
F-1789-2015,"Dark Chili Powder packaged in the following configurations: (1) a 5 by 7 in clear square bag with a zipper seal and a label weight of 2.24 oz (63.5 g), Distributed by The Fresh Market, Greensboro, NC, and (2) 4 oz clear square glass bottle with a silver metal cap and a label weight of 1.85 oz (52.4 g), Distributed by The Fresh Market, Greensboro, NC;"
